Measurement Unit ----->,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,s,s,s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,NA
FXGL,D43,G6TYX004N8MW,D43-CRB,D43-CRB_7G45B,007334,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 02:05:06,2019-07-05 02:05:17,500.10.8-17A24921d,,,,,11.383253,,,5,32546,141681,174227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYX005N8MW,D43-CRB,D43-CRB_7G45B,007335,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 00:45:17,2019-07-05 00:45:37,500.10.8-17A24921d,,,,,20.12309,,,5,20294,109054,129348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYX005N8MW,D43-CRB,D43-CRB_7G45B,007335,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 01:29:10,2019-07-05 01:29:20,500.10.8-17A24921d,,,,,10.197632,,,5,20294,109468,129762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYX007N395,D43-CRB,D43-CRB_8G33R,006285,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 05:24:40,2019-07-05 05:24:50,500.10.8-17A24921d,,,,,11.049754,,,5,42448,119646,162094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYX007N8MW,D43-CRB,D43-CRB_7G45B,007337,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 05:20:26,2019-07-05 05:20:37,500.10.8-17A24921d,,,,,11.576366,,,5,32029,117531,149560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYX008N38Y,D43-CRB,D43-CRB_8G59W,008300,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 02:12:42,2019-07-05 02:12:52,500.10.8-17A24921d,,,,,10.897601,,,6,31240,71630,102870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYX008N8MW,D43-CRB,D43-CRB_7G45B,007338,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 00:52:02,2019-07-05 00:52:14,500.10.8-17A24921d,,,,,12.97302,,,6,23081,104532,127613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYX00AN8MW,D43-CRB,D43-CRB_7G45B,007340,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 02:22:20,2019-07-05 02:22:31,500.10.8-17A24921d,,,,,11.519561,,,7,28335,121736,150071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYX00BN8MW,D43-CRB,D43-CRB_7G45B,007341,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 01:08:20,2019-07-05 01:08:32,500.10.8-17A24921d,,,,,11.642414,,,5,36169,112594,148763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYX00CN39Q,D43-CRB,D43-CRB_7G37G,006542,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 04:17:26,2019-07-05 04:17:37,500.10.8-17A24921d,,,,,11.810824,,,5,19204,190263,209467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYX00FN8MW,D43-CRB,D43-CRB_7G45B,007345,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 02:23:33,2019-07-05 02:23:44,500.10.8-17A24921d,,,,,11.330391,,,5,26899,109793,136692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYX00HN38Y,D43-CRB,D43-CRB_8G59W,008309,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 01:15:21,2019-07-05 01:15:32,500.10.8-17A24921d,,,,,11.397059,,,5,20703,87720,108423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYX00HN8MW,D43-CRB,D43-CRB_7G45B,007347,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 03:09:12,2019-07-05 03:09:23,500.10.8-17A24921d,,,,,11.341442,,,5,22959,115276,138235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYX00JN8MW,D43-CRB,D43-CRB_7G45B,007348,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 03:10:35,2019-07-05 03:10:46,500.10.8-17A24921d,,,,,11.530374,,,5,38804,110478,149282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYX00KN38G,D43-CRB,D43-CRB_9G54R3,008031,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 00:44:47,2019-07-05 00:44:58,500.10.8-17A24921d,,,,,11.704763,,,6,40031,77557,117588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYX00LN38G,D43-CRB,D43-CRB_9G54R3,008032,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 00:43:24,2019-07-05 00:43:35,500.10.8-17A24921d,,,,,11.785623,,,5,21219,72041,93260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYX00MN38G,D43-CRB,D43-CRB_9G54R3,008033,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 08:24:05,2019-07-05 08:24:16,500.10.8-17A24921d,,,,,11.488237,,,5,40986,84558,125544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYX00MN8MW,D43-CRB,D43-CRB_7G45B,007351,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 05:39:20,2019-07-05 05:39:32,500.10.8-17A24921d,,,,,12.350506,,,5,27330,111980,139310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYX00NN39Q,D43-CRB,D43-CRB_7G37G,006562,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 05:42:37,2019-07-05 05:42:48,500.10.8-17A24921d,,,,,11.559567,,,5,17739,90955,108694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYX00NN39W,D43-CRB,D43-CRB_7G38R1,006678,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 05:37:26,2019-07-05 05:37:39,500.10.8-17A24921d,,,,,13.437614,,,5,25321,80996,106317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYX00PN38G,D43-CRB,D43-CRB_9G54R3,008035,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 01:29:25,2019-07-05 01:29:37,500.10.8-17A24921d,,,,,12.061229,,,5,22403,84745,107148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYX00PN39Q,D43-CRB,D43-CRB_7G37G,006563,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 21:20:05,2019-07-05 21:20:16,500.10.8-17A24921d,,,,,11.538011,,,5,21415,89650,111065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYX00PN8MW,D43-CRB,D43-CRB_7G45B,007353,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 05:25:21,2019-07-05 05:25:32,500.10.8-17A24921d,,,,,11.135515,,,5,22343,104681,127024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYX00QN38G,D43-CRB,D43-CRB_9G54R3,008036,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 08:35:02,2019-07-05 08:35:14,500.10.8-17A24921d,,,,,11.792666,,,5,26271,75087,101358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYX00RN38G,D43-CRB,D43-CRB_9G54R3,008037,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 02:27:15,2019-07-05 02:27:26,500.10.8-17A24921d,,,,,11.67476,,,5,19662,65657,85319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYX00RN38Y,D43-CRB,D43-CRB_8G59W,008303,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 01:33:50,2019-07-05 01:34:01,500.10.8-17A24921d,,,,,11.045032,,,7,27116,92242,119358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYX00RN8MW,D43-CRB,D43-CRB_7G45B,007355,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 01:09:09,2019-07-05 01:09:20,500.10.8-17A24921d,,,,,11.373827,,,6,25449,110429,135878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYX00SN8MW,D43-CRB,D43-CRB_7G45B,007356,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 00:50:54,2019-07-05 00:51:07,500.10.8-17A24921d,,,,,12.98403,,,5,32868,127372,160240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYX00TN38G,D43-CRB,D43-CRB_9G54R3,008039,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 01:25:25,2019-07-05 01:25:36,500.10.8-17A24921d,,,,,11.511001,,,5,21825,70852,92677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYX00TN8MW,D43-CRB,D43-CRB_7G45B,007357,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 02:15:47,2019-07-05 02:15:58,500.10.8-17A24921d,,,,,11.372597,,,5,28151,104864,133015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYX00UN38G,D43-CRB,D43-CRB_9G54R3,008040,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 08:34:54,2019-07-05 08:35:08,500.10.8-17A24921d,,,,,13.824475,,,5,28429,74390,102819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYX00UN38Y,D43-CRB,D43-CRB_8G59W,008333,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 03:12:33,2019-07-05 03:12:44,500.10.8-17A24921d,,,,,11.21485,,,5,26557,102416,128973,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYX00VN38G,D43-CRB,D43-CRB_9G54R3,008041,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 08:44:15,2019-07-05 08:44:26,500.10.8-17A24921d,,,,,11.579289,,,5,15999,67596,83595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYX00WN38G,D43-CRB,D43-CRB_9G54R3,008042,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 00:22:18,2019-07-05 00:22:30,500.10.8-17A24921d,,,,,12.877621,,,5,41483,63103,104586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYX00YN38G,D43-CRB,D43-CRB_9G53R3,008014,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 02:25:38,2019-07-05 02:25:50,500.10.8-17A24921d,,,,,12.355636,,,5,24714,84900,109614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYX00YN39C,D43-CRB,D43-CRB_8A5R,007274,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 04:12:57,2019-07-05 04:13:08,500.10.8-17A24921d,,,,,11.183798,,,3,32351,78198,110549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYX010N38G,D43-CRB,D43-CRB_9G53R3,008016,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 01:44:43,2019-07-05 01:44:54,500.10.8-17A24921d,,,,,11.31689,,,5,19445,79997,99442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYX011N39D,D43-CRB,D43-CRB_8K7G,008580,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 03:05:06,2019-07-05 03:05:16,500.10.8-17A24921d,,,,,10.882727,,,5,31670,95521,127191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYX012N38Y,D43-CRB,D43-CRB_8G59W,008325,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 04:08:46,2019-07-05 04:08:57,500.10.8-17A24921d,,,,,11.039769,,,5,21765,100179,121944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYX014N38G,D43-CRB,D43-CRB_9G53R3,008020,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 00:22:56,2019-07-05 00:23:08,500.10.8-17A24921d,,,,,12.52272,,,4,24804,72363,97167,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYX016N38G,D43-CRB,D43-CRB_9G53R3,008022,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 00:57:42,2019-07-05 00:57:56,500.10.8-17A24921d,,,,,13.536163,,,5,26828,113577,140405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYX017N38T,D43-CRB,D43-CRB_9A3R3,006050,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 05:25:16,2019-07-05 05:25:28,500.10.8-17A24921d,,,,,12.236743,,,9,46738,105626,152364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYX018N38G,D43-CRB,D43-CRB_9G53R3,008024,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 03:16:22,2019-07-05 03:16:43,500.10.8-17A24921d,,,,,21.641193,,,5,16909,111579,128488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYX018N39K,D43-CRB,D43-CRB_7G32G,006118,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 21:49:17,2019-07-05 21:49:28,500.10.8-17A24921d,,,,,11.526861,,,7,26763,75894,102657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYX01AN38R,D43-CRB,D43-CRB_9RA6W3,006624,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 00:48:41,2019-07-05 00:48:52,500.10.8-17A24921d,,,,,12.422638,,,5,19044,36315,55359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYX01BN38G,D43-CRB,D43-CRB_9G53R3,008026,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 01:44:51,2019-07-05 01:45:02,500.10.8-17A24921d,,,,,11.300525,,,5,24461,76403,100864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYX01FN38Y,D43-CRB,D43-CRB_8G59WS,008382,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 04:11:50,2019-07-05 04:12:02,500.10.8-17A24921d,,,,,12.445192,,,5,20903,98975,119878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYX01KN38T,D43-CRB,D43-CRB_9A4R3,006510,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 04:17:24,2019-07-05 04:17:35,500.10.8-17A24921d,,,,,11.650984,,,6,26598,93358,119956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYX01KN39K,D43-CRB,D43-CRB_7G32G,006129,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 22:25:28,2019-07-05 22:25:41,500.10.8-17A24921d,,,,,13.312175,,,5,22747,119867,142614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYX01NN38Y,D43-CRB,D43-CRB_8G59WS,008375,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 04:15:57,2019-07-05 04:16:08,500.10.8-17A24921d,,,,,11.335423,,,5,20107,85933,106040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYX01PN38Y,D43-CRB,D43-CRB_8G59WS,008374,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 00:43:55,2019-07-05 00:44:06,500.10.8-17A24921d,,,,,11.198492,,,5,20008,95623,115631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYX01PN39Q,D43-CRB,D43-CRB_7G37G,006587,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 21:19:32,2019-07-05 21:19:43,500.10.8-17A24921d,,,,,11.516725,,,5,28816,93887,122703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYX01QN38Y,D43-CRB,D43-CRB_8G59WS,008373,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 05:14:29,2019-07-05 05:14:40,500.10.8-17A24921d,,,,,11.020881,,,5,29622,116126,145748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYX01RN38Y,D43-CRB,D43-CRB_8G59WS,008372,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 03:05:30,2019-07-05 03:05:41,500.10.8-17A24921d,,,,,11.298375,,,5,22415,96723,119138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYX01SN38Y,D43-CRB,D43-CRB_8G59WS,008371,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 08:20:46,2019-07-05 08:20:57,500.10.8-17A24921d,,,,,11.545272,,,5,30117,90845,120962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYX01TN38Y,D43-CRB,D43-CRB_8G59WS,008370,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 03:19:22,2019-07-05 03:19:33,500.10.8-17A24921d,,,,,10.875825,,,5,24255,100821,125076,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYX01YN390,D43-CRB,D43-CRB_7G43R3,006871,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 01:46:33,2019-07-05 01:46:44,500.10.8-17A24921d,,,,,11.660531,,,5,25040,122006,147046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYX021N38Y,D43-CRB,D43-CRB_8G59WS,008362,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 01:34:19,2019-07-05 01:34:30,500.10.8-17A24921d,,,,,11.68237,,,5,18234,103536,121770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYX028N39W,D43-CRB,D43-CRB_7G47R3,007045,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 04:13:01,2019-07-05 04:13:11,500.10.8-17A24921d,,,,,10.90492,,,5,42582,111591,154173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYX02JN39K,D43-CRB,D43-CRB_7G32G,006162,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 21:57:02,2019-07-05 21:57:12,500.10.8-17A24921d,,,,,11.336174,,,5,19424,75295,94719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYX02LN39K,D43-CRB,D43-CRB_7G32G,006164,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 22:26:53,2019-07-05 22:27:04,500.10.8-17A24921d,,,,,11.579985,,,5,25387,99619,125006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYX02RN39C,D43-CRB,D43-CRB_8A5R,007313,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 04:18:52,2019-07-05 04:19:12,500.10.8-17A24921d,,,,,20.279787,,,3,12929,24911,37840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYX02VN390,D43-CRB,D43-CRB_8G40R3,006899,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 02:32:01,2019-07-05 02:32:12,500.10.8-17A24921d,,,,,11.573999,,,5,35651,128352,164003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYX02WN39W,D43-CRB,D43-CRB_7A6R3,007137,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 01:24:17,2019-07-05 01:24:27,500.10.8-17A24921d,,,,,11.148994,,,8,29859,69414,99273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYX031N39K,D43-CRB,D43-CRB_7G32G,006179,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 21:18:51,2019-07-05 21:19:02,500.10.8-17A24921d,,,,,11.419139,,,5,24568,65730,90298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYX035N39K,D43-CRB,D43-CRB_7G32G,006183,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 21:24:19,2019-07-05 21:24:30,500.10.8-17A24921d,,,,,11.449716,,,5,28117,85068,113185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYX039N390,D43-CRB,D43-CRB_8G40R3,006885,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 04:15:05,2019-07-05 04:15:16,500.10.8-17A24921d,,,,,11.792512,,,5,29451,115122,144573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYX03EN39K,D43-CRB,D43-CRB_7G32G,006192,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 22:02:38,2019-07-05 22:02:49,500.10.8-17A24921d,,,,,11.512023,,,5,26161,76665,102826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYX03KN39K,D43-CRB,D43-CRB_7G32G,006197,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 05:43:10,2019-07-05 05:43:21,500.10.8-17A24921d,,,,,11.593166,,,6,23505,85182,108687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYX03MN390,D43-CRB,D43-CRB_8G41R3,006953,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 02:33:36,2019-07-05 02:33:48,500.10.8-17A24921d,,,,,12.960873,,,5,35851,83357,119208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYX03MN39P,D43-CRB,D43-CRB_7Q2R,007508,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 03:59:41,2019-07-05 03:59:52,500.10.8-17A24921d,,,,,11.586134,,,3,42265,104708,146973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYX03RN39K,D43-CRB,D43-CRB_7G32G,006203,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 22:03:09,2019-07-05 22:03:20,500.10.8-17A24921d,,,,,11.528319,,,5,27633,150185,177818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYX03SN39K,D43-CRB,D43-CRB_7G32G,006204,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 21:59:47,2019-07-05 21:59:58,500.10.8-17A24921d,,,,,11.436035,,,5,23011,82302,105313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYX03UN39K,D43-CRB,D43-CRB_7G32G,006206,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 05:13:04,2019-07-05 05:13:16,500.10.8-17A24921d,,,,,11.944422,,,5,22360,71433,93793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYX03UN39P,D43-CRB,D43-CRB_7Q2R,007501,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 00:48:58,2019-07-05 00:49:08,500.10.8-17A24921d,,,,,11.011486,,,3,38609,165168,203777,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYX03VN39W,D43-CRB,D43-CRB_7A6R3,007062,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 03:16:40,2019-07-05 03:16:51,500.10.8-17A24921d,,,,,11.148703,,,6,42908,70796,113704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYX04AN39C,D43-CRB,D43-CRB_8A12R,007933,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 08:40:39,2019-07-05 08:40:49,500.10.8-17A24921d,,,,,9.838341,,,5,27292,64062,91354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYX04DN390,D43-CRB,D43-CRB_8G41R3,006938,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 03:04:53,2019-07-05 03:05:05,500.10.8-17A24921d,,,,,12.777794,,,5,21428,77472,98900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYX04HN396,D43-CRB,D43-CRB_8G34G,006334,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 02:32:23,2019-07-05 02:32:34,500.10.8-17A24921d,,,,,11.525921,,,5,37837,124122,161959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
