Measurement Unit ----->,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,s,s,s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,NA
FXGL,D43,G6TZ1009N398,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 10:13:36,2019-07-05 10:14:45,500.10.8-17A24921d,,,,,69.238519,,,2,7646,15349,22995,1,0,0,0,0,,,,,,,,,,,38.4,44.71,42.52,44.43,51.41,41.67,60.21,68.04,68.98,55.46,55.46,23.2,23.51,23.21,23.4,23.72,23.35,23.73,23.34,23.82,23.82,23.25,342949888
FXGL,D43,G6TZ1009N399,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,FAIL,2019-07-05 09:45:21,2019-07-05 09:45:48,500.10.8-17A24921d,kCollectLogs Instant Pudding Error(33): SFC_QUERY_UNIT : Empty Dictionary Rec,,,,27.283242,,,,,,,,,,,,,,,,,,,5017,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TZ1009N399,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 09:53:32,2019-07-05 09:54:07,500.10.8-17A24921d,,,,,35.093867,,,2,11391,16178,27569,,,,,,,,,,,,,,,,40.29,44.58,43.53,44.54,51.04,42.22,61.34,74.4,76.01,55.67,56.09,24.6,24.42,24.42,24.21,24.67,24.07,25.68,25.68,25,25.98,24.9,337707008
FXGL,D43,G6TZ100AN38Y,,,,FXGL_C07-3F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 12:58:59,2019-07-05 12:59:43,500.10.8-17A24921d,,,,,44.616151,,,2,8984,18922,27906,,,,,,,,,,,,,,,,36.59,42.14,41,42.52,48.2,39.64,59.87,73.71,76.17,55.46,55.5,22.1,22.19,22.08,22.15,22.33,21.82,24.81,24.21,24.42,24.81,24.42,341901312
FXGL,D43,G6TZ100AN393,,,,FXGL_C07-3F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 01:31:14,2019-07-05 01:31:51,500.10.8-17A24921d,,,,,38.062406,,,2,6059,15519,21578,,,,,,,,,,,,,,,,37.5,45.88,44.08,46.07,53.28,43.42,62.2,70.35,71.21,56.6,57.29,26.1,25.77,25.55,25.75,26.18,25.82,26.76,26.56,26.95,26.67,26.56,342949888
FXGL,D43,G6TZ100AN399,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 09:54:25,2019-07-05 09:54:42,500.10.8-17A24921d,,,,,16.811285,,,2,11856,15550,27406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TZ100BN38Y,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 12:58:34,2019-07-05 12:59:22,500.10.8-17A24921d,,,,,48.235058,,,2,8922,16789,25711,,,,,,,,,,,,,,,,37.29,42.56,41.02,42.81,48.41,39.8,59.35,70.87,72.07,55.18,55.46,22.5,22.32,21.77,22.25,22.51,21.77,24.71,24.21,25,24.9,23.93,341901312
FXGL,D43,G6TZ100BN393,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 01:27:05,2019-07-05 01:27:56,500.10.8-17A24921d,,,,,50.821753,,,2,5969,15265,21234,,,,,,,,,,,,,,,,40.5,44.89,43.89,45.29,51.75,42.89,60.31,70.62,72.07,55.46,56.53,24.39,24.37,24.13,24.39,24.68,24.09,24.9,24.6,25.1,25.39,25,337707008
FXGL,D43,G6TZ100BN398,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 10:15:11,2019-07-05 10:16:23,500.10.8-17A24921d,,,,,73.040733,,,2,6956,15603,22559,,,,,,,,,,,,,,,,40.29,45.88,43.57,45.52,52.82,42.66,61.68,72.59,73.2,56.18,57.12,24.2,23.93,23.46,23.81,24.19,23.58,24.81,25.1,24.6,25,24.42,336859136
FXGL,D43,G6TZ100BN399,,,,FXGL_C07-3F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 09:36:49,2019-07-05 09:37:36,500.10.8-17A24921d,,,,,48.182708,,,2,11745,15070,26815,,,,,,,,,,,,,,,,38,42.97,41.77,42.99,49.5,40.35,59.53,67.53,68.21,54.29,55.28,23.7,23.88,23.89,23.72,24.15,23.67,25.5,24.71,24.51,24.71,24.21,341901312
FXGL,D43,G6TZ100CN38Y,,,,FXGL_C07-3F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 13:00:07,2019-07-05 13:00:50,500.10.8-17A24921d,,,,,43.594555,,,2,7700,18958,26658,,,,,,,,,,,,,,,,37.59,42.34,40.98,42.62,48.61,39.87,58.84,71.14,72.42,54.59,55.46,22.39,22.3,22.2,22.45,22.8,22.1,24.71,24.51,24.51,24.81,24.71,341901312
FXGL,D43,G6TZ100CN398,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 10:18:55,2019-07-05 10:19:58,500.10.8-17A24921d,,,,,63.37222,,,2,6789,15654,22443,,,,,,,,,,,,,,,,40,46.35,44.45,46.4,53.28,43.45,62.28,67.7,68.9,56.7,57.9,23.89,23.75,23.6,23.72,24.03,23.48,25.2,25.2,24.81,25.2,24.81,336859136
FXGL,D43,G6TZ100CN399,,,,FXGL_C07-3F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 09:39:03,2019-07-05 09:39:49,500.10.8-17A24921d,,,,,45.988474,,,2,11339,15278,26617,,,,,,,,,,,,,,,,40.5,45.54,44,45.47,51.87,42.7,62.37,76.17,76.17,56.35,57.39,24.5,24.7,24.39,24.47,24.71,24.15,25.39,25.59,24.71,25.29,25,342949888
FXGL,D43,G6TZ100DN38Y,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 12:58:48,2019-07-05 12:59:31,500.10.8-17A24921d,,,,,43.174285,,,2,6965,18896,25861,,,,,,,,,,,,,,,,37.79,44.04,42.32,44.38,49.96,41.85,61.25,72.34,73.45,55.67,56.87,22.2,22.59,22.07,22.3,22.46,22.25,24.51,24.32,24.03,24.71,24.32,336859136
FXGL,D43,G6TZ100DN393,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 02:28:37,2019-07-05 02:29:31,500.10.8-17A24921d,,,,,54.273206,,,2,7492,15296,22788,,,,,,,,,,,,,,,,41,45.81,44.93,46.44,53.22,43.82,62.62,72.25,73.03,56.87,57.46,26.29,26.36,26.38,26.39,26.8,26.01,27.64,27.73,26.85,27.45,26.85,336859136
FXGL,D43,G6TZ100DN398,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 10:15:23,2019-07-05 10:16:32,500.10.8-17A24921d,,,,,70.094216,,,2,8221,15711,23932,,,,,,,,,,,,,,,,39.59,45.77,43.7,45.65,52.61,42.66,62.03,72.93,73.89,56.01,56.87,24,23.94,23.61,23.81,24.13,23.63,24.9,24.32,24.42,24.81,24.21,342949888
FXGL,D43,G6TZ100DN399,,,,FXGL_C07-3F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 08:06:42,2019-07-05 08:07:29,500.10.8-17A24921d,,,,,47.788312,,,2,7100,21015,28115,,,,,,,,,,,,,,,,39.59,44.82,43.38,44.93,51.38,41.98,61.59,72.34,73.45,56.18,56.6,24.2,23.88,23.62,23.82,24.15,23.5,25.29,24.32,24.51,25,24.51,342949888
FXGL,D43,G6TZ100EN38Y,,,,FXGL_C07-3F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 12:59:03,2019-07-05 12:59:49,500.10.8-17A24921d,,,,,45.99581,,,2,9752,16858,26610,,,,,,,,,,,,,,,,37.5,43.13,41.9,43.74,49.8,40.36,61.25,73.79,74.4,55.57,56.95,22.2,22.3,22.21,22.54,22.61,21.94,25,24.71,24.32,25,24.6,337707008
FXGL,D43,G6TZ100EN393,,,,FXGL_C07-3F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 01:26:42,2019-07-05 01:27:19,500.10.8-17A24921d,,,,,37.019877,,,2,6966,15282,22248,,,,,,,,,,,,,,,,39.2,44.65,42.83,45.09,51.81,42.24,61.59,73.79,74.4,55.46,56.6,23.39,23.48,23,23.46,23.78,23.29,24.9,24.12,23.54,24.42,24.12,342949888
FXGL,D43,G6TZ100EN398,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 10:15:30,2019-07-05 10:16:39,500.10.8-17A24921d,,,,,68.962294,,,2,7412,15589,23001,1,0,0,0,0,,,,,,,,,,,40.79,48.84,47.19,49.5,56.32,46.3,66.23,75.71,76.6,59.79,60.21,24.1,24.58,24.45,24.48,24.7,24.15,25.29,24.9,24.81,25.1,24.32,336990208
FXGL,D43,G6TZ100EN399,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,FAIL,2019-07-05 10:18:46,2019-07-05 10:20:49,500.10.8-17A24921d,kCollectLogs failed to upload the blob of on-device test via IP,,,,123.731621,,,,,,,,,,,,,,,,,,20015,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TZ100EN399,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,FAIL,2019-07-05 10:21:07,2019-07-05 10:22:52,500.10.8-17A24921d,kCollectLogs failed to upload the blob of on-device test via IP,,,,105.426695,,,,,,,,,,,,,,,,,,20015,,,,,,,,,,,,,,,,,,,,,,,,,,336859136
FXGL,D43,G6TZ100EN399,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,FAIL,2019-07-05 10:23:28,2019-07-05 10:25:06,500.10.8-17A24921d,kCollectLogs failed to upload the blob of on-device test via IP,,,,98.437251,,,,,,,,,,,,,,,,,,20015,,,,,,,,,,,,,,,,,,,,,,,,,,342949888
FXGL,D43,G6TZ100FN38Y,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 13:01:27,2019-07-05 13:02:14,500.10.8-17A24921d,,,,,46.82867,,,2,6925,18897,25822,,,,,,,,,,,,,,,,37.2,42.56,41.25,42.4,48.36,39.12,59.01,70.79,71.82,54.4,55.46,21.89,22.2,22.05,22.13,22.14,21.33,24.51,23.82,23.93,24.32,23.54,337055744
FXGL,D43,G6TZ100FN398,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 10:16:53,2019-07-05 10:17:37,500.10.8-17A24921d,,,,,44.762213,,,2,8038,15632,23670,1,0,0,0,0,,,,,,,,,,,39.59,45.02,43.07,44.8,52.11,42.1,60.9,72.07,72.85,55.5,56.43,23.89,23.61,23.47,23.57,24,23.48,24.51,24.42,24.03,24.71,24.42,337055744
FXGL,D43,G6TZ100FN399,,,,FXGL_C07-3F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 08:14:54,2019-07-05 08:15:32,500.10.8-17A24921d,,,,,38.591087,,,2,6560,19414,25974,,,,,,,,,,,,,,,,40,45.11,43.91,45.02,51.24,42.4,60.56,70.87,71.65,55.46,55.67,25,25.19,25.15,24.97,25.2,24.77,25.89,25.78,25.78,25.39,25.1,341901312
FXGL,D43,G6TZ100GN38Y,,,,FXGL_C07-3F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 13:20:48,2019-07-05 13:21:25,500.10.8-17A24921d,,,,,37.622909,,,2,8986,15289,24275,,,,,,,,,,,,,,,,39.7,44.04,43.4,44.51,50.64,41.89,61.68,68.46,69.59,55.92,57.21,23.29,22.94,23.28,23.39,23.79,22.88,24.81,24.42,24.81,24.71,24.21,337707008
FXGL,D43,G6TZ100GN390,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 03:01:20,2019-07-05 03:02:23,500.10.8-17A24921d,,,,,63.85402,,,5,18574,56155,74729,,,,,,,,,,,,,,,,38.2,42.95,42.36,43.47,48.64,40.94,59.18,71.31,72.59,55.46,55.46,24.5,24.75,25,24.96,24.84,24.65,27.15,26.67,27.15,27.64,27.34,336793600
FXGL,D43,G6TZ100GN393,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 15:52:06,2019-07-05 15:52:16,500.10.8-17A24921d,,,,,10.004319,,,2,11593,28127,39720,,,,,,,,,,,,,,,,33.59,33.34,33.12,33.49,34.09,33.03,34.96,35.54,34.76,34.37,35.06,27.2,26.8,26.78,27.04,27.28,26.75,27.15,27.06,26.85,27.25,26.95,341901312
FXGL,D43,G6TZ100GN398,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 10:13:28,2019-07-05 10:14:41,500.10.8-17A24921d,,,,,73.875217,,,2,8148,15281,23429,,,,,,,,,,,,,,,,39.79,46.42,44.08,46.23,53.25,42.87,61.59,72.17,72.59,56.18,57.29,24,24.34,23.8,24.16,24.47,23.71,24.6,25,24.51,24.51,24.71,337707008
FXGL,D43,G6TZ100GN399,,,,FXGL_C07-3F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 09:37:05,2019-07-05 09:37:53,500.10.8-17A24921d,,,,,47.860564,,,2,11337,14968,26305,,,,,,,,,,,,,,,,40.7,45.68,43.87,45.81,51.99,43.17,61.85,72.17,73.1,56.01,57.04,25,25.17,24.6,25.04,25.25,24.76,26.07,26.46,25.98,25.98,25.68,342949888
FXGL,D43,G6TZ100HN38Y,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 13:02:07,2019-07-05 13:02:49,500.10.8-17A24921d,,,,,42.434811,,,2,7078,18898,25976,,,,,,,,,,,,,,,,37.9,42.72,40.92,42.6,48.77,39.58,60.65,73.79,76.17,55.46,56.01,22.39,22.14,21.51,22.04,22.24,21.34,25.1,24.42,24.6,24.6,24.21,341901312
FXGL,D43,G6TZ100HN393,,,,FXGL_C07-3F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 08:13:56,2019-07-05 08:14:38,500.10.8-17A24921d,,,,,42.219239,,,2,6537,26183,32720,,,,,,,,,,,,,,,,40.29,46.51,44.73,47.04,53.72,44.36,62.37,71.48,72.68,56.7,57.9,24,23.97,23.81,23.92,24.41,23.75,24.42,24.51,23.54,23.82,23.25,341901312
FXGL,D43,G6TZ100HN398,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 10:13:11,2019-07-05 10:14:33,500.10.8-17A24921d,,,,,82.287903,,,2,8095,15286,23381,,,,,,,,,,,,,,,,39.4,45.43,42.81,44.98,52.08,42.42,61.34,71.21,71.82,55.57,56.43,23.6,23.72,23.08,23.33,23.73,23.45,24.81,24.71,24.51,24.51,24.21,336859136
FXGL,D43,G6TZ100HN399,,,,FXGL_C07-3F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 09:39:49,2019-07-05 09:40:28,500.10.8-17A24921d,,,,,38.875888,,,2,11111,15274,26385,,,,,,,,,,,,,,,,40.7,44.95,43.36,44.8,51.41,42.52,67.18,86.78,87.45,56.35,61.93,24.79,24.6,24.12,24.35,24.76,24.36,25.98,25.59,25.1,25.1,24.9,337707008
FXGL,D43,G6TZ100JN38Y,,,,FXGL_C07-3F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 13:57:45,2019-07-05 13:58:31,500.10.8-17A24921d,,,,,46.801099,,,2,9302,15469,24771,,,,,,,,,,,,,,,,41.59,45.86,44.82,45.81,51.58,43.13,62.79,72.34,73.03,57.12,58.42,24.89,24.58,24.48,24.43,24.7,23.89,27.06,26.56,26.37,26.95,26.76,342949888
FXGL,D43,G6TZ100JN398,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 10:16:48,2019-07-05 10:17:33,500.10.8-17A24921d,,,,,44.934573,,,2,6994,15661,22655,,,,,,,,,,,,,,,,40.09,45.77,43.26,45.27,52.43,42.5,60.39,70.53,70.87,55.67,56.6,24,24.08,23.57,23.89,24.29,23.68,24.03,24.81,24.32,24.9,24.03,336859136
FXGL,D43,G6TZ100KN38G,,,,FXGL_C07-3F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 01:30:41,2019-07-05 01:31:15,500.10.8-17A24921d,,,,,35.018909,,,2,16098,46674,62772,,,,,,,,,,,,,,,,31.39,35.86,33.64,33.96,37.08,33.31,39.56,40.62,40.34,38.78,39.26,25,24.98,24.7,24.92,25.22,24.62,27.93,27.73,27.84,27.93,27.25,337707008
FXGL,D43,G6TZ100KN38Y,,,,FXGL_C07-3F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 13:01:26,2019-07-05 13:02:02,500.10.8-17A24921d,,,,,37.026468,,,2,7003,18895,25898,,,,,,,,,,,,,,,,37.29,42.54,41.19,42.42,48.03,39.51,59.53,73.2,73.96,55.07,55.46,22.39,22.38,22.27,22.24,22.07,21.76,24.81,24.71,24.42,24.42,24.6,337707008
FXGL,D43,G6TZ100KN398,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 10:15:18,2019-07-05 10:16:32,500.10.8-17A24921d,,,,,74.423513,,,2,7736,15609,23345,,,,,,,,,,,,,,,,40,46.54,44.8,46.51,53.31,43.53,62.54,71.9,72.17,56.87,57.98,23.79,23.93,23.92,23.78,24.07,23.54,24.9,25.1,24.51,25.2,24.81,337055744
FXGL,D43,G6TZ100KN399,,,,FXGL_C07-3F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 09:38:59,2019-07-05 09:39:43,500.10.8-17A24921d,,,,,44.755528,,,2,12302,15271,27573,,,,,,,,,,,,,,,,39.9,44.36,43.17,44.41,51.07,41.73,60.73,72.51,73.79,55.46,56.09,24.29,24.1,24.34,24.04,24.53,23.78,25,24.6,24.6,25.1,24.71,341901312
FXGL,D43,G6TZ100LN38Y,,,,FXGL_C07-3F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 12:59:14,2019-07-05 12:59:55,500.10.8-17A24921d,,,,,40.834963,,,2,9042,18909,27951,,,,,,,,,,,,,,,,37.09,42.28,40.83,42.5,48.28,40.09,59.7,72.51,73.2,55.28,55.46,22.5,22.15,21.86,22.25,22.33,22.33,25.2,24.81,24.32,24.9,24.51,342949888
FXGL,D43,G6TZ100LN393,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 15:58:56,2019-07-05 15:59:05,500.10.8-17A24921d,,,,,10.076906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TZ100LN398,,,,FXGL_C07-3F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 23:59:30,2019-07-06 00:00:13,500.10.8-17A24921d,,,,,43.163114,,,2,6796,19512,26308,,,,,,,,,,,,,,,,40.4,47.06,45.72,47.6,54.84,44.62,64.17,67.43,67.7,58.42,59.53,24.29,24.4,24.5,24.41,24.76,24.09,25.2,24.6,24.42,25.59,25.1,337707008
FXGL,D43,G6TZ100LN399,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 10:06:21,2019-07-05 10:06:56,500.10.8-17A24921d,,,,,35.671284,,,2,11237,16826,28063,,,,,,,,,,,,,,,,40.79,45.25,43.89,45.22,51.64,42.68,61.59,72.51,73.89,56.09,56.78,24.7,24.51,24.32,24.28,24.67,24.09,25.68,25,25.29,25.89,24.9,337707008
FXGL,D43,G6TZ100MN399,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 13:21:13,2019-07-05 13:21:53,500.10.8-17A24921d,,,,,40.338463,,,2,6184,15306,21490,,,,,,,,,,,,,,,,40.5,45.25,43.8,45.29,51.61,42.46,60.39,69.32,70.96,55.5,56.01,24.29,24.17,24.05,24.19,24.57,23.93,24.6,24.6,25,25.2,23.93,337707008
FXGL,D43,G6TZ100NN399,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 15:01:44,2019-07-05 15:02:47,500.10.8-17A24921d,,,,,63.814981,,,2,7583,15814,23397,,,,,,,,,,,,,,,,43.29,48.1,46.49,48,54.77,45.81,65.2,72.93,73.45,59.35,59.45,24.79,24.69,24.17,24.42,24.87,24.46,25.68,26.07,25.68,25.98,24.6,337055744
FXGL,D43,G6TZ100PN399,,,,FXGL_C07-3F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 13:57:39,2019-07-05 13:58:22,500.10.8-17A24921d,,,,,43.495572,,,2,7056,15274,22330,,,,,,,,,,,,,,,,42,46.35,45.36,46.59,52.49,44.27,62.1,69.67,71.14,56.43,57.64,24.5,24.41,24.46,24.48,24.76,24.28,25.5,25,24.9,25.29,25.1,341901312
FXGL,D43,G6TZ100QN399,,,,FXGL_C07-3F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 13:58:48,2019-07-05 13:59:34,500.10.8-17A24921d,,,,,46.121606,,,2,7085,15562,22647,,,,,,,,,,,,,,,,40,45.38,43.89,45.45,51.61,42.66,60.48,69.59,69.93,55.46,56.26,24.89,24.79,24.61,24.73,25.06,24.61,24.81,25,24.51,24.9,24.81,342949888
FXGL,D43,G6TZ100QN39G,,,,FXGL_C07-3F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 14:34:43,2019-07-05 14:35:17,500.10.8-17A24921d,,,,,34.615726,,,7,17708,40498,58206,,,,,,,,,,,,,,,,37.9,46.59,45.63,47.36,54.29,44.84,65.64,73.54,76.31,59.1,61,24.2,24.41,24.35,24.48,24.92,24.31,27.45,27.45,27.64,27.25,27.25,341901312
FXGL,D43,G6TZ100TN38F,,,,FXGL_C07-3F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 08:08:53,2019-07-05 08:09:35,500.10.8-17A24921d,,,,,42.767782,,,6,6132,25984,32116,,,,,,,,,,,,,,,,40.2,45.07,44.12,45.18,51.75,43.07,63.31,76.53,76.9,57.73,59.28,24.39,24.58,24.44,24.46,25.01,24.42,27.73,27.93,27.64,27.64,28.32,341901312
FXGL,D43,G6TZ100TN399,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 14:27:36,2019-07-05 14:28:23,500.10.8-17A24921d,,,,,47.478839,,,2,6650,15605,22255,,,,,,,,,,,,,,,,43.2,48.36,47.28,48.41,54.97,45.91,65.2,73.28,74.31,59.28,60.14,25.1,24.96,25.01,24.89,25.18,24.76,25.78,25.39,25.5,25.89,25.39,337055744
FXGL,D43,G6TZ100UN399,,,,FXGL_C07-3F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 13:58:58,2019-07-05 13:59:41,500.10.8-17A24921d,,,,,43.98537,,,2,6418,15329,21747,,,,,,,,,,,,,,,,41.9,46.63,45.04,46.54,52.67,44.1,63.82,72.51,73.71,57.04,58.15,24.1,23.89,23.68,23.69,24.06,23.65,25.29,24.6,24.9,24.42,24.12,337707008
FXGL,D43,G6TZ100VN390,,,,FXGL_C07-3F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 03:01:04,2019-07-05 03:01:49,500.10.8-17A24921d,,,,,45.003992,,,5,6966,15218,22184,,,,,,,,,,,,,,,,41.29,45.38,44.51,45.72,51.96,43.51,63.06,74.48,76.17,58.07,58.93,26.5,26.32,26.2,26.43,26.59,26.2,27.84,28.23,28.12,28.51,27.93,342949888
FXGL,D43,G6TZ100VN399,,,,FXGL_C07-3F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 14:27:04,2019-07-05 14:28:02,500.10.8-17A24921d,,,,,58.603896,,,2,7974,15391,23365,,,,,,,,,,,,,,,,42.79,47.75,46.35,48,54,45.56,63.92,70.35,72.07,58.5,59.28,25,24.83,24.52,24.86,24.98,24.76,26.07,25.29,25.68,26.07,25.68,341901312
FXGL,D43,G6TZ100WN399,,,,FXGL_C07-3F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 14:00:03,2019-07-05 14:00:41,500.10.8-17A24921d,,,,,38.343207,,,2,6228,15582,21810,,,,,,,,,,,,,,,,42.29,47.06,45.81,47.16,53.69,44.78,64,73.71,75.79,58.07,59.1,24.29,23.93,23.83,23.85,24.14,23.72,25,24.6,24.32,25,24.32,342949888
FXGL,D43,G6TZ100WN39G,,,,FXGL_C07-3F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 13:00:17,2019-07-05 13:00:54,500.10.8-17A24921d,,,,,37.577192,,,5,9504,16756,26260,,,,,,,,,,,,,,,,37.7,43.91,42.52,44,50.76,41.32,62.71,72.07,72.85,56.53,57.56,21.7,21.91,21.78,21.77,22.22,21.7,25.5,24.71,24.71,25.39,24.9,342949888
FXGL,D43,G6TZ100XN399,,,,FXGL_C07-3F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 14:00:07,2019-07-05 14:00:45,500.10.8-17A24921d,,,,,38.289026,,,2,6404,15592,21996,,,,,,,,,,,,,,,,42.09,46.26,45.56,46.61,52.55,44.25,62.62,70.62,70.96,56.18,57.29,25,24.6,24.85,24.63,24.81,24.54,25.78,25.1,24.32,24.9,24.6,341901312
FXGL,D43,G6TZ100YN399,,,,FXGL_C07-3F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 13:19:59,2019-07-05 13:20:38,500.10.8-17A24921d,,,,,39.881989,,,2,6188,15334,21522,,,,,,,,,,,,,,,,41.29,45.93,44.38,45.84,52.43,43.76,62.37,67.01,67.87,56.35,57.04,24.5,24.41,23.92,24.27,24.68,24.15,25.39,25.1,25,25.2,24.6,342949888
FXGL,D43,G6TZ100ZN399,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 14:28:51,2019-07-05 14:29:31,500.10.8-17A24921d,,,,,40.269753,,,2,6212,15674,21886,,,,,,,,,,,,,,,,42.5,47.43,45.86,47.73,54.03,45.22,64.09,72.17,72.42,58.32,59.18,24.89,24.53,24.15,24.65,24.91,24.39,25.29,25.78,25.5,25.59,25.5,336859136
FXGL,D43,G6TZ100ZN39G,,,,FXGL_C07-3F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 00:50:01,2019-07-05 00:50:44,500.10.8-17A24921d,,,,,43.833679,,,2,6034,15612,21646,,,,,,,,,,,,,,,,40,45.52,43.93,45.54,52.22,42.99,63.4,67.09,67.35,57.73,58.76,24.89,25.01,24.62,24.99,25.07,24.77,28.03,27.06,26.95,27.84,27.06,342949888
FXGL,D43,G6TZ1010N399,,,,FXGL_C07-3F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 14:27:49,2019-07-05 14:28:33,500.10.8-17A24921d,,,,,45.067116,,,2,8161,15521,23682,,,,,,,,,,,,,,,,41.59,46.61,45.65,46.82,53.22,44.34,62.45,70.96,72.17,56.53,57.46,24.79,24.81,25.08,24.85,25.28,24.72,25.98,25.2,25.68,25.29,25,342949888
FXGL,D43,G6TZ1010N39G,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 00:50:06,2019-07-05 00:50:44,500.10.8-17A24921d,,,,,39.09737,,,2,6478,17303,23781,,,,,,,,,,,,,,,,39.4,45.09,43.34,44.49,52.67,42.1,63.31,75.79,76.01,57.64,59.1,25,24.86,24.62,24.52,25.55,24.69,27.15,28.32,27.15,27.64,27.15,336793600
FXGL,D43,G6TZ1011N399,,,,FXGL_C07-3F-BIR_2_LOG-COLLECTION,PASS,2019-07-05 14:27:41,2019-07-05 14:28:27,500.10.8-17A24921d,,,,,46.611454,,,2,7517,15629,23146,,,,,,,,,,,,,,,,42.5,47.02,45.91,47.23,53.59,44.73,63.82,69.76,70.45,57.46,58.67,23.29,22.9,22.92,23.01,23.29,22.76,22.95,22.65,22.56,22.26,22.37,336859136
