QT1-PREBURN,,,,,,,,,,,,,,,,,,,,,,,,,,,Parametric
Site,Product,SerialNumber,Special Build Name,Special Build Description,Unit Number,Station ID,Test Pass/Fail Status,StartTime,EndTime,List of Failing Tests,Version,BMLB-Serial Number,BMLB-Vendor,BTY-Serial Number,BTY-Vendor,CAM-Serial Number,CAM-Vendor,CGS-Serial Number,CGS-Vendor,HSGA-Serial Number,HSGA-Vendor,MLB-Serial Number,MLB-Vendor,PEARL-Serial Number,PEARL-Vendor,VA_COMPASS_REVID,1K_ExtTone_SPK_to_Mic2_Frequency,1K_ExtTone_SPK_to_Mic2_Power,1kHz_ExtTone_SPK_to_Low_Power_Mic2_Frequency,1kHz_ExtTone_SPK_to_Low_Power_Mic2_Power,2K_Tone_SPK_to_MIC1_Low_Power_Frequency,2K_Tone_SPK_to_MIC1_Low_Power_Power,2K_Tone_SPK_to_MIC4_Low_Power_Frequency,2K_Tone_SPK_to_MIC4_Low_Power_Power,3K_Tone_SPK_to_MIC1_Frequency,3K_Tone_SPK_to_MIC1_Power,3K_Tone_SPK_to_MIC4_Frequency,3K_Tone_SPK_to_MIC4_Power,3K_Tone_TopSpk_to_Low_Power_MIC3_Frequency,3K_Tone_TopSpk_to_Low_Power_MIC3_Power,3K_Tone_TopSpk_to_MIC3_Frequency,3K_Tone_TopSpk_to_MIC3_Power,4K_Tone_HAC_to_Mic4_Frequency,4K_Tone_HAC_to_Mic4_Peak_Mag,ALS_CH1_Dark,ALS_CH1_LED,ALS_CH2_Dark,ALS_CH2_LED,ALS_CH3_Dark,ALS_CH3_LED,ALS_CH4_Dark,ALS_CH4_LED,ALS_CH5_Dark,ALS_CH5_LED,ALS_CHx_Dark_Fixture,Battery_Cell_ID,Battery_CFG_Version,Battery_CFG_Version_Check,Battery_Charge_Percentage,Battery_Current,Battery_Cycle_Count,Battery_Design_Capacity,Battery_DNVD1_Version,Battery_DNVD2_Version,Battery_Full_Charge_Capacity,Battery_FW_Version,Battery_FW_Version_Check,Battery_Lifetime_Max_Temp,Battery_Lifetime_Max_Voltage,Battery_Lifetime_Min_Temp,Battery_Lifetime_Min_Voltage,Battery_Nominal_Capacity,Battery_Qmax_Capacity,Battery_Remaining_Capacity,Battery_Voltage,CDCC_Slope_Compass_X,CDCC_Slope_Compass_Y,CDCC_Slope_Compass_Z,COOL_FLASH_light_intensity,COOL_FLASH_Off_light_intensity,COOL_FLASH_Register_Value,CVCC_Slope_Compass_X,CVCC_Slope_Compass_Y,CVCC_Slope_Compass_Z,Display_Compass_PostCalError_X,Display_Compass_PostCalError_Y,Display_Compass_PostCalError_Z,Display_Compass_PostCalErrorM,Display_Delta_Compass_X_Post,Display_Delta_Compass_Y_Post,Display_Delta_Compass_Z_Post,Display_Off_AVG_Compass_X_Post,Display_Off_AVG_Compass_Y_Post,Display_Off_AVG_Compass_Z_Post,Display_Off_Detect,Display_Off_STD_Compass_X_Post,Display_Off_STD_Compass_Y_Post,Display_Off_STD_Compass_Z_Post,Display_On_AVG_Compass_X_Post,Display_On_AVG_Compass_Y_Post,Display_On_AVG_Compass_Z_Post,Display_On_Detect,Display_On_STD_Compass_X_Post,Display_On_STD_Compass_Y_Post,Display_On_STD_Compass_Z_Post,Display_Slope_Compass_X_Post,Display_Slope_Compass_Y_Post,Display_Slope_Compass_Z_Post,Double_Click_Detect,Fixture_ID_QT1,Flap_South_Hysteresis,Flap_South_Release_distance,Flap_South_Trigger_distance,Gecko_Buck_1V5_iFixture_500mA,Gecko_Buck_1V5_iFixture_No_Load,Gecko_Buck_1V5_vBuck_500mA,Gecko_Buck_1V5_vBuck_No_Load,Gecko_Buck_1V9_iFixture_500mA,Gecko_Buck_1V9_iFixture_No_Load,Gecko_Buck_1V9_vBuck_500mA,Gecko_Buck_1V9_vBuck_NoLoad,Gecko_Bypass_iFixture_500mA,Gecko_Bypass_vBypass_500mA,Gecko_Normal_3V3_iFixture_250mA,Gecko_Normal_3V3_iLDO_250mA,Gecko_Normal_3V3_vLDO_250mA,Gecko_Off_Discharge_FET_OFF_0mS_vOut,Gecko_Off_Discharge_FET_OFF_50mS_vOut,Gecko_Off_Discharge_FET_ON_0mS_vOut,Gecko_Off_Discharge_FET_ON_50mS_vOut,Juliet_IR_Test_LED_OFF,Juliet_IR_Test_LED_ON,MIXED_WARM/COOL_FLASH_light_intensity,MIXED_WARM/COOL_FLASH_Off_light_intensity,MIXED_WARM/COOL_FLASH_Register_Value,Penrose_AC_IR_Light_IR_CH_DC_Magnitude,Penrose_AC_IR_Light_IR_CH_Frequency,Penrose_AC_IR_Light_IR_CH_Power,Penrose_AC_IR_Light_IR_CH_SINAD,Penrose_AC_IR_Light_IR_CH_THD+N,Penrose_AC_IR_Light_Ratio,Penrose_AC_IR_Light_VIS_CH_DC_Magnitude,Penrose_AC_IR_Light_VIS_CH_Frequency,Penrose_AC_IR_Light_VIS_CH_Power,Penrose_AC_IR_Light_VIS_CH_SINAD,Penrose_AC_IR_Light_VIS_CH_THD+N,Penrose_AC_VIS_Light_IR_CH_DC_Magnitude,Penrose_AC_VIS_Light_IR_CH_Frequency,Penrose_AC_VIS_Light_IR_CH_Power,Penrose_AC_VIS_Light_IR_CH_SINAD,Penrose_AC_VIS_Light_IR_CH_THD+N,Penrose_AC_VIS_Light_Ratio,Penrose_AC_VIS_Light_VIS_CH_DC_Magnitude,Penrose_AC_VIS_Light_VIS_CH_Frequency,Penrose_AC_VIS_Light_VIS_CH_Power,Penrose_AC_VIS_Light_VIS_CH_SINAD,Penrose_AC_VIS_Light_VIS_CH_THD+N,Penrose_DC_Dark_IR_CH,Penrose_DC_Dark_Ratio,Penrose_DC_Dark_VIS_CH,Penrose_DC_VIS_Bright_Light_IR_CH,Penrose_DC_VIS_Bright_Light_Ratio,Penrose_DC_VIS_Bright_Light_VIS_CH,Penrose_DC_VIS_Low_Light_IR_CH,Penrose_DC_VIS_Low_Light_Ratio,Penrose_DC_VIS_Low_Light_VIS_CH,PMURinger,PROX_QT_DEV_ID,PROX_QT_NO_TARGET_AMB_AVE,PROX_QT_NO_TARGET_AMB_STD,PROX_QT_NO_TARGET_RAW_DIST_AVE,PROX_QT_NO_TARGET_RAW_DIST_STD,PROX_QT_NO_TARGET_REF_SIG_AVE,PROX_QT_NO_TARGET_REF_SIG_STD,PROX_QT_NO_TARGET_SIG_AVE,PROX_QT_NO_TARGET_SIG_STD,PROX_QT_REV_ID,PROX_QT_TARGET_AMB_AVE,PROX_QT_TARGET_AMB_STD,PROX_QT_TARGET_RAW_DIST_AVE,PROX_QT_TARGET_RAW_DIST_STD,PROX_QT_TARGET_REF_SIG_AVE,PROX_QT_TARGET_REF_SIG_STD,PROX_QT_TARGET_SIG_AVE,PROX_QT_TARGET_SIG_STD,Torch_On_IBUS_Post,Torch_On_VBUS_Off_AVG_Compass_X_Post,Torch_On_VBUS_Off_AVG_Compass_Y_Post,Torch_On_VBUS_Off_AVG_Compass_Z_Post,Torch_On_VBUS_Off_STD_Compass_X_Post,Torch_On_VBUS_Off_STD_Compass_Y_Post,Torch_On_VBUS_Off_STD_Compass_Z_Post,Torch_On_VBUS_On_AVG_Compass_X_Post,Torch_On_VBUS_On_AVG_Compass_Y_Post,Torch_On_VBUS_On_AVG_Compass_Z_Post,Torch_On_VBUS_On_STD_Compass_X_Post,Torch_On_VBUS_On_STD_Compass_Y_Post,Torch_On_VBUS_On_STD_Compass_Z_Post,Torch_VBUS_Delta_Compass_X_Post,Torch_VBUS_Delta_Compass_Y_Post,Torch_VBUS_Delta_Compass_Z_Post,Torch_VBUS_Slope_Compass_X_Post,Torch_VBUS_Slope_Compass_Y_Post,Torch_VBUS_Slope_Compass_Z_Post,VBUS_SlopeCompass_PostCalError_X,VBUS_SlopeCompass_PostCalError_Y,VBUS_SlopeCompass_PostCalError_Z,VBUS_SlopeCompass_PostCalErrorM,veridian_reset_counter_cfg_fw_updated,veridian_reset_counter_comm,veridian_reset_counter_hw,veridian_reset_counter_sw,veridian_reset_counter_wdt,veridian_reset_last_reason,WARM_FLASH_light_intensity,WARM_FLASH_Off_light_intensity,WARM_FLASH_Register_Value
FXGL,D42,C39YR01JN2RD,D42-CARRIERMINI,D42-CARRIERMINI_1M19BJ,000511,FXGL_C03-5FT-03B_2_QT1-PREBURN,PASS,2019-07-05 10:38:49,2019-07-05 10:39:29,,AT_1.15.4_DVT_80MP.40_00,C079223001AKYT92,Foxconn,F5D9215799RMHYJ46,Desay Battery Co. Ltd.,DN891311HMFK91K2P,LG Innotek,C399226003DLC2WA7,Foxconn - Hong Fu Jin Precision Industry,C3992260038LTW9A2,Foxconn - Hong Fu Jin Precision Industry,C079223001RLTPH3,Foxconn,C3992250025L8R0AJ,Foxconn - Hong Fu Jin Precision Industry,Moly-25A,,,,,,,,,,,,,,,,,3999.023437,0.007167000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0.7,7.35,6.65,,,,,,,,,,,,,,,,,,,,35388,0,15,0.209306,500.9765619999999,0.31938,50.45394399999999,-7.738718,95.47668088642828,0.204535,500.9765619999999,0.3345109999999999,50.493532,-7.737765,,,,,,,,,,,,,,,0.06490613833876901,12.90758652736532,0.5028526301269549,0.06117112486321752,15.33473326341046,0.3989056986675813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FXGL,D42,C39YR01JN2RD,D42-CARRIERMINI,D42-CARRIERMINI_1M19BJ,000511,FXGL_C03-5FT-03B_2_QT1-PREBURN,PASS,2019-07-05 10:39:37,2019-07-05 10:40:18,,AT_1.15.4_DVT_80MP.40_00,C079223001AKYT92,Foxconn,F5D9215799RMHYJ46,Desay Battery Co. Ltd.,DN891311HMFK91K2P,LG Innotek,C399226003DLC2WA7,Foxconn - Hong Fu Jin Precision Industry,C3992260038LTW9A2,Foxconn - Hong Fu Jin Precision Industry,C079223001RLTPH3,Foxconn,C3992250025L8R0AJ,Foxconn - Hong Fu Jin Precision Industry,Moly-25A,,,,,,,,,,,,,,,,,3999.023437,0.007177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0.95,7.35,6.4,,,,,,,,,,,,,,,,,,,,35446,0,15,0.209142,500.9765619999999,0.319696,50.13906699999999,-7.736007,95.47724286226259,0.204359,500.9765619999999,0.3348399999999999,50.15984899999999,-7.73506,,,,,,,,,,,,,,,0.06490791183871014,12.89911202326375,0.5031967450290196,0.06123083637263227,15.34830024208144,0.3989421330497019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FXGL,D42,C39YR01JN2RD,D42-CARRIERMINI,D42-CARRIERMINI_1M19BJ,000511,FXGL_C03-5FT-03B_2_QT1-PREBURN,PASS,2019-07-05 10:40:25,2019-07-05 10:41:06,,AT_1.15.4_DVT_80MP.40_00,C079223001AKYT92,Foxconn,F5D9215799RMHYJ46,Desay Battery Co. Ltd.,DN891311HMFK91K2P,LG Innotek,C399226003DLC2WA7,Foxconn - Hong Fu Jin Precision Industry,C3992260038LTW9A2,Foxconn - Hong Fu Jin Precision Industry,C079223001RLTPH3,Foxconn,C3992250025L8R0AJ,Foxconn - Hong Fu Jin Precision Industry,Moly-25A,,,,,,,,,,,,,,,,,3999.023437,0.007203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0.95,7.35,6.4,,,,,,,,,,,,,,,,,,,,35285,0,15,0.209311,500.9765619999999,0.319411,50.399718,-7.741382,95.48223744783633,0.204504,500.9765619999999,0.334524,50.443151,-7.740585999999999,,,,,,,,,,,,,,,0.06495532477924348,12.90388238003389,0.5033781529173615,0.06119021190808072,15.32248074909991,0.3993492497073309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FXGL,D42,C39YR01JN2RD,D42-CARRIERMINI,D42-CARRIERMINI_1M19BJ,000511,FXGL_C03-5FT-03B_2_QT1-PREBURN,PASS,2019-07-05 10:41:12,2019-07-05 10:41:51,,AT_1.15.4_DVT_80MP.40_00,C079223001AKYT92,Foxconn,F5D9215799RMHYJ46,Desay Battery Co. Ltd.,DN891311HMFK91K2P,LG Innotek,C399226003DLC2WA7,Foxconn - Hong Fu Jin Precision Industry,C3992260038LTW9A2,Foxconn - Hong Fu Jin Precision Industry,C079223001RLTPH3,Foxconn,C3992250025L8R0AJ,Foxconn - Hong Fu Jin Precision Industry,Moly-25A,,,,,,,,,,,,,,,,,3999.023437,0.007206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0.45,7.35,6.9,,,,,,,,,,,,,,,,,,,,35380,0,15,0.209181,500.9765619999999,0.31962,50.87745099999999,-7.739063000000001,95.48420247598109,0.204407,500.9765619999999,0.3347359999999999,50.86528699999999,-7.738048,,,,,,,,,,,,,,,0.06485613084292341,12.86531198618828,0.504116269489232,0.06117955859579438,15.30308557186557,0.3997857707093516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FXGL,D42,C39YR01JN2RD,D42-CARRIERMINI,D42-CARRIERMINI_1M19BJ,000511,FXGL_C03-5FT-03B_2_QT1-PREBURN,PASS,2019-07-05 10:42:04,2019-07-05 10:42:45,,AT_1.15.4_DVT_80MP.40_00,C079223001AKYT92,Foxconn,F5D9215799RMHYJ46,Desay Battery Co. Ltd.,DN891311HMFK91K2P,LG Innotek,C399226003DLC2WA7,Foxconn - Hong Fu Jin Precision Industry,C3992260038LTW9A2,Foxconn - Hong Fu Jin Precision Industry,C079223001RLTPH3,Foxconn,C3992250025L8R0AJ,Foxconn - Hong Fu Jin Precision Industry,Moly-25A,,,,,,,,,,,,,,,,,3999.023437,0.007219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0.95,7.35,6.4,,,,,,,,,,,,,,,,,,,,35357,0,15,0.209854,500.9765619999999,0.318396,49.531775,-7.734973999999999,95.48652555436264,0.205102,500.9765619999999,0.3334459999999999,49.44087399999999,-7.733896,,,,,,,,,,,,,,,0.06487079919533412,12.88383031721784,0.5035055383230351,0.06118510376132968,15.31231612254675,0.3995809861268285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FXGL,D42,C39YR01JN2RD,D42-CARRIERMINI,D42-CARRIERMINI_1M19BJ,000511,FXGL_C03-5FT-03B_2_QT1-PREBURN,PASS,2019-07-05 10:42:55,2019-07-05 10:43:36,,AT_1.15.4_DVT_80MP.40_00,C079223001AKYT92,Foxconn,F5D9215799RMHYJ46,Desay Battery Co. Ltd.,DN891311HMFK91K2P,LG Innotek,C399226003DLC2WA7,Foxconn - Hong Fu Jin Precision Industry,C3992260038LTW9A2,Foxconn - Hong Fu Jin Precision Industry,C079223001RLTPH3,Foxconn,C3992250025L8R0AJ,Foxconn - Hong Fu Jin Precision Industry,Moly-25A,,,,,,,,,,,,,,,,,3999.023437,0.007252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0.95,7.35,6.4,,,,,,,,,,,,,,,,,,,,35352,0,15,0.209576,500.9765619999999,0.318877,49.946615,-7.738413999999999,95.48959540514888,0.20483,500.9765619999999,0.3339389999999999,49.97795999999999,-7.73747,,,,,,,,,,,,,,,0.06487345051698223,12.88162738901745,0.5036122266064897,0.06115934294552261,15.31025104248594,0.399466623870539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FXGL,D42,C39YR01JN2RD,D42-CARRIERMINI,D42-CARRIERMINI_1M19BJ,000511,FXGL_C03-5FT-03B_2_QT1-PREBURN,PASS,2019-07-05 10:43:46,2019-07-05 10:44:27,,AT_1.15.4_DVT_80MP.40_00,C079223001AKYT92,Foxconn,F5D9215799RMHYJ46,Desay Battery Co. Ltd.,DN891311HMFK91K2P,LG Innotek,C399226003DLC2WA7,Foxconn - Hong Fu Jin Precision Industry,C3992260038LTW9A2,Foxconn - Hong Fu Jin Precision Industry,C079223001RLTPH3,Foxconn,C3992250025L8R0AJ,Foxconn - Hong Fu Jin Precision Industry,Moly-25A,,,,,,,,,,,,,,,,,3999.023437,0.007235999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1.2,7.6,6.4,,,,,,,,,,,,,,,,,,,,35348,0,15,0.209719,500.9765619999999,0.3186509999999999,50.67228699999999,-7.738413999999999,95.49197768015009,0.204994,500.9765619999999,0.3336939999999999,50.61927099999999,-7.737331,,,,,,,,,,,,,,,0.06490797793280412,12.87998135903225,0.503944657398798,0.06115078192929269,15.28581943397572,0.4000490925162515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FXGL,D42,C39YR01JN2RD,D42-CARRIERMINI,D42-CARRIERMINI_1M19BJ,000511,FXGL_C03-5FT-03B_2_QT1-PREBURN,PASS,2019-07-05 10:44:34,2019-07-05 10:45:14,,AT_1.15.4_DVT_80MP.40_00,C079223001AKYT92,Foxconn,F5D9215799RMHYJ46,Desay Battery Co. Ltd.,DN891311HMFK91K2P,LG Innotek,C399226003DLC2WA7,Foxconn - Hong Fu Jin Precision Industry,C3992260038LTW9A2,Foxconn - Hong Fu Jin Precision Industry,C079223001RLTPH3,Foxconn,C3992250025L8R0AJ,Foxconn - Hong Fu Jin Precision Industry,Moly-25A,,,,,,,,,,,,,,,,,3999.023437,0.007257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0.7,7.35,6.65,,,,,,,,,,,,,,,,,,,,35492,0,15,0.209467,500.9765619999999,0.3191299999999999,50.5375,-7.744873,95.49501024881428,0.204723,500.9765619999999,0.3341849999999999,50.57134399999999,-7.743833,,,,,,,,,,,,,,,0.06485848602184907,12.86261676474714,0.504240211833164,0.06111569458202037,15.29262734439481,0.3996415606401409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FXGL,D42,C39YR01JN2RD,D42-CARRIERMINI,D42-CARRIERMINI_1M19BJ,000511,FXGL_C03-5FT-03B_2_QT1-PREBURN,PASS,2019-07-05 10:45:21,2019-07-05 10:46:02,,AT_1.15.4_DVT_80MP.40_00,C079223001AKYT92,Foxconn,F5D9215799RMHYJ46,Desay Battery Co. Ltd.,DN891311HMFK91K2P,LG Innotek,C399226003DLC2WA7,Foxconn - Hong Fu Jin Precision Industry,C3992260038LTW9A2,Foxconn - Hong Fu Jin Precision Industry,C079223001RLTPH3,Foxconn,C3992250025L8R0AJ,Foxconn - Hong Fu Jin Precision Industry,Moly-25A,,,,,,,,,,,,,,,,,3999.023437,0.00727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1.2,7.6,6.4,,,,,,,,,,,,,,,,,,,,35287,0,15,0.209367,500.9765619999999,0.319332,51.653914,-7.741526,95.49430470784903,0.204627,500.9765619999999,0.3343989999999999,51.62099,-7.740442,,,,,,,,,,,,,,,0.06492846024981658,12.87341096487338,0.5043609687205787,0.06112685153966713,15.28321385720082,0.3999607157945163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FXGL,D42,C39YR01JN2RD,D42-CARRIERMINI,D42-CARRIERMINI_1M19BJ,000511,FXGL_C03-5FT-03B_2_QT1-PREBURN,PASS,2019-07-05 10:46:44,2019-07-05 10:47:25,,AT_1.15.4_DVT_80MP.40_00,C079223001AKYT92,Foxconn,F5D9215799RMHYJ46,Desay Battery Co. Ltd.,DN891311HMFK91K2P,LG Innotek,C399226003DLC2WA7,Foxconn - Hong Fu Jin Precision Industry,C3992260038LTW9A2,Foxconn - Hong Fu Jin Precision Industry,C079223001RLTPH3,Foxconn,C3992250025L8R0AJ,Foxconn - Hong Fu Jin Precision Industry,Moly-25A,,,,,,,,,,,,,,,,,3999.023437,0.00726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1.2,7.6,6.4,,,,,,,,,,,,,,,,,,,,35414,0,15,0.209568,500.9765619999999,0.318911,50.91448499999999,-7.738305,95.50092083788763,0.20487,500.9765619999999,0.3339349999999999,50.938233,-7.737344,,,,,,,,,,,,,,,0.06488733549763104,12.87435797152404,0.5040044376671142,0.06111508667871057,15.26837782903516,0.4002722971820284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FXGL,D42,C39YR026N2RK,D42-CARRIERMINI,D42-CARRIERMINI_1R1B,000762,FXGL_C03-3F-DQE_3_QT1-PREBURN,PASS,2019-07-05 11:24:02,2019-07-05 11:26:56,,AT_1.15.4_CRB_72MP.38_01,C0792240055KYT92,Foxconn,F5D92172WYZMHYJ4P,Desay Battery Co. Ltd.,DN891311JYDK91K2R,LG Innotek,C3992270064LC2WA6,Foxconn - Hong Fu Jin Precision Industry,C399227004ULTW9AC,Foxconn - Hong Fu Jin Precision Industry,C079224001RLTPY3,Foxconn,C3992260037L8R0AC,Foxconn - Hong Fu Jin Precision Industry,Moly-25A,1000.488281,0.007836000000000001,1000,0.007177,2000,0.014248,2000,0.09688799999999997,3000,0.04492899999999999,3000,0.224491,3000,0.27784,3000,0.401103,3999.023437,0.004783000000000001,0,450595,0,172060.4,0,265100.8,0,292113.8,0,160561.6,0,1005981610,16011,,94,-366,6,3028,16008,16005,3158,109050563,,49.703607,4400,19.345414,3654,3110,3203,2979,4273,0,0,0,14140,0,3,0,0,0,-0.09031791875000685,-0.2709356937500319,0.2709356937499977,0.3936618177356504,0.1500090000000113,0.449997000000053,-0.4499969999999962,314.3967889999999,341.3965139999999,91.34906,0,0.131411,0.127377,0.163619,314.5467979999999,341.8465109999999,90.89906300000001,100.9,0.128196,0.139511,0.190747,-0.00106256375000008,-0.003187478750000375,0.003187478749999973,1,1,0.75,8.4,7.65,481.66,0,1512.0065,1580.179,481.54,0,1928.1644,1929.1819,481.66,4229.7517,245.13,247.5983,3327.2283,150.5901,26.455,110.9076,26.455,0,152,15727,0,15,0.216157,500.9765619999999,0.329085,51.738909,-7.77149,96.06918698000293,0.206991,500.9765619999999,0.3425499999999999,51.77485,-7.771585,0.3871509999999999,500.9765619999999,0.009766999999999998,51.273076,-6.288392,3.03407784784567,0.218393,500.9765619999999,0.32191,57.182704,-7.145829,0.021920551374353,83.24857042098856,0.02633144480860228,0.03484211331895936,7.958167326021797,0.4378157921489263,0.03374250759052255,8.084885099193462,0.4173529639139666,,208,0.925391125,0.1051280068499083,14.55060753125,1.84895979968351,657.12656003125,5.979906726505901,44.88027134375,0.2498564307214257,18,7.0846476875,0.1928116123092106,-51.748719375,1.027532549777401,652.843991625,6.703198331907989,1010.11461490625,2.883828904160993,974.9908,314.9967799999999,342.2965079999999,91.94905000000001,0.188657,0.168712,0.150441,314.9967799999999,342.7465049999999,92.69904999999999,0.150117,0.181807,0.197086,0,0.449997000000053,0.7499999999999858,0,0.000461539739657085,0.0007692380276818876,0,1.107695375177004,1.84617126643653,2.152983369467675,20,0,2,0,0,4,12528,0,12
FXGL,D42,C39YR029N2RK,D42-CARRIERMINI,D42-CARRIERMINI_1R1B,000823,FXGL_C03-3F-DQE_3_QT1-PREBURN,PASS,2019-07-05 13:46:45,2019-07-05 13:49:42,,AT_1.15.4_CRB_72MP.38_01,C0792240001KYT92,Foxconn,F5D921637J0MHYJ4H,Desay Battery Co. Ltd.,DN891311K0YK91K2Z,LG Innotek,C3992270065LC2WA5,Foxconn - Hong Fu Jin Precision Industry,C399227004RLTW9AF,Foxconn - Hong Fu Jin Precision Industry,C0792240018LTPY3,Foxconn,C3992260053L8R0AA,Foxconn - Hong Fu Jin Precision Industry,Moly-25A,1000.488281,0.007751,1000,0.00693,2000,0.012448,2000,0.09359400000000002,3000,0.04222,3000,0.231662,3000,0.279671,3000,0.402744,3999.023437,0.004638,0,589926.6,0,214111.2,0,317561.2,0,340045.6,0,183256.4,0,1005981610,16011,,100,-376,1,3028,16008,16005,3135,109050563,,54.179811,4400,20.528771,3445,3066,3187,3135,4353,0,0,0,12165,0,3,0,0,0,-0.1806268062500022,-0.4515625000000342,0.4515624999999829,0.6636591187865886,0.3000030000000038,0.7500000000000568,-0.7499999999999716,370.4962149999998,371.9961999999999,135.7486109999999,0,0.156718,0.158744,0.200437,370.7962179999998,372.7461999999999,134.998611,110,0.122329,0.130238,0.278787,-0.002125021250000026,-0.005312500000000403,0.005312499999999798,1,1,1.25,8.4,7.15,481.54,0,1512.0065,1573.0565,481.54,0,1926.1294,1913.9194,481.54,4294.8717,245.13,246.2736,3323.1583,148.5551,26.455,108.8726,24.42,0,137,14725,0,15,0.202756,500.9765619999999,0.3357909999999999,51.48113699999999,-7.771119,95.46242807432508,0.195894,500.9765619999999,0.3517519999999999,51.50040099999999,-7.772043,0.3777769999999999,500.9765619999999,0.008894,50.05585599999999,-6.279991,2.977310311121228,0.22466,500.9765619999999,0.298726,56.767554,-7.141159,0.04391933630806865,109.4252314691221,0.04013638876373948,0.05570718107311856,13.20582569672844,0.4218379248101028,0.05478572875163035,13.61108374800929,0.4025082040924411,,208,0.89185440625,0.0929461404332031,24.2790091875,1.268995943526058,744.40633975,5.298354002716551,47.83193515625,0.2716214464827508,18,6.76464840625,0.1529349206621193,-61.7358750625,0.9583361879745977,749.42847696875,6.304936333779586,957.358800875,2.015758759792742,948.9898,370.9462119999999,373.1961969999999,135.7486109999999,0.122451,0.154432,0.214891,371.0962209999999,373.6461939999999,136.6486049999999,0.15056,0.159272,0.166654,0.1500090000000113,0.449997000000053,0.8999939999999924,0.0001580722996179847,0.0004741852862908042,0.0009483705725814887,0.3793735190831633,1.138044687097929,2.276089374195572,2.572868596749426,40,0,2,0,0,4,12776,0,12
